supplier,year,month,week,purchase_date,invoice_id,store_code,store_name,network,category,product_group,article_description,grower,purchase_flow,origin,color,buy_price,selling_price,coefficient,margin,quantity,invoice_product_value,purchase_value,invoice_kind,total_purchase_amount,total_selling_amount,estimated_margin_amount
Flora Holland,2024,7,28,2024-07-11,684215,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Lys,Lys premium,Grower C,Promotion,Espagne,Rose,5.04,7.27,1.44,205.16,92,668.84,463.68,Creditnota,463.68,668.8399999999999,205.1599999999999
Rose Africa,2024,3,12,2024-03-21,665516,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Plantes vertes,Orchidées premium,Grower B,Promotion,Italie,Rose,3.9,9.52,2.44,899.2,160,1523.2,624.0,Factuur,624.0,1523.1999999999998,899.1999999999998
Rose Africa,2024,10,43,2024-10-22,653449,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Bouquets,Roses,Orchidées premium,Grower C,Réassort,France,Blanc,1.14,1.95,1.71,6.48,8,15.6,9.12,Creditnota,9.12,15.6,6.48
Rose Africa,2024,1,3,2024-01-15,660673,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Roses,Tulipes premium,Grower D,Stock,Italie,Blanc,6.49,11.02,1.7,308.04,68,749.36,441.32,Factuur,441.32,749.36,308.04
VDV,2024,3,11,2024-03-12,674021,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Bouquets mixtes,Tulipes premium,Grower C,Commande spéciale,Italie,Vert,6.33,15.64,2.47,782.04,84,1313.76,531.72,Factuur,531.72,1313.76,782.04
Rose Africa,2024,10,41,2024-10-07,686245,CF0021,MONCEAU FLEURS LYON,Succursale,Bouquets,Orchidées,Orchidées premium,Grower A,Commande spéciale,Espagne,Blanc,6.37,14.11,2.22,340.56,44,620.84,280.28,Creditnota,280.28000000000003,620.8399999999999,340.5599999999999
Tulip Export,2024,10,44,2024-10-29,693317,CF0021,MONCEAU FLEURS LYON,Franchise,Bouquets,Orchidées,Bouquets mixtes premium,Grower D,Stock,Italie,Vert,7.3,12.59,1.72,899.3,170,2140.3,1241.0,Creditnota,1241.0,2140.3,899.3000000000002
Orchidées France,2024,3,10,2024-03-10,663010,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Roses,Lys premium,Grower D,Réassort,Pays-Bas,Rose,2.89,4.25,1.47,21.76,16,68.0,46.24,Creditnota,46.24,68.0,21.759999999999998
Flora Holland,2024,2,9,2024-02-28,609489,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Bouquets,Orchidées,Bouquets mixtes premium,Grower A,Commande spéciale,France,Rouge,6.11,10.46,1.71,73.95,17,177.82,103.87,Creditnota,103.87,177.82000000000002,73.95000000000002
Flora Holland,2024,9,37,2024-09-15,602904,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Plantes vertes,Orchidées premium,Grower D,Commande spéciale,Pays-Bas,Blanc,2.77,4.77,1.72,482.0,241,1149.57,667.57,Factuur,667.57,1149.57,481.9999999999999
Orchidées France,2024,3,10,2024-03-06,603658,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Plantes,Tulipes,Tulipes premium,Grower A,Promotion,Espagne,Jaune,8.27,17.28,2.09,315.35,35,604.8,289.45,Creditnota,289.45,604.8000000000001,315.3500000000001
Flora Holland,2024,11,45,2024-11-07,643873,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Tulipes,Orchidées premium,Grower B,Stock,Italie,Mixte,7.82,10.41,1.33,572.39,221,2300.61,1728.22,Factuur,1728.22,2300.61,572.3900000000001
Orchidées France,2024,1,1,2024-01-01,680272,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Fleurs coupées,Bouquets mixtes,Bouquets mixtes premium,Grower C,Stock,Pays-Bas,Vert,2.61,4.61,1.77,272.0,136,626.96,354.96,Factuur,354.96,626.96,272.00000000000006
Orchidées France,2024,5,21,2024-05-22,674415,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Lys,Orchidées premium,Grower B,Réassort,Pays-Bas,Rose,4.05,7.22,1.78,786.16,248,1790.56,1004.4,Creditnota,1004.4,1790.56,786.16
VDV,2024,4,15,2024-04-12,612896,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Plantes,Plantes vertes,Tulipes premium,Grower C,Promotion,Pays-Bas,Rose,2.41,3.97,1.65,265.2,170,674.9,409.7,Creditnota,409.70000000000005,674.9,265.19999999999993
Tulip Export,2024,3,11,2024-03-16,697460,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Roses,Roses premium,Grower B,Promotion,Kenya,Jaune,3.76,6.75,1.8,149.5,50,337.5,188.0,Creditnota,188.0,337.5,149.5
Orchidées France,2024,6,25,2024-06-17,686899,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Plantes vertes,Orchidées premium,Grower A,Stock,France,Jaune,2.28,5.39,2.36,304.78,98,528.22,223.44,Creditnota,223.43999999999997,528.2199999999999,304.78
Flora Holland,2024,12,50,2024-12-15,604663,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Lys,Plantes vertes premium,Grower C,Réassort,Espagne,Rose,1.87,3.09,1.65,259.86,213,658.17,398.31,Factuur,398.31,658.17,259.85999999999996
Tulip Export,2024,6,25,2024-06-22,625010,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Roses,Tulipes premium,Grower D,Stock,Kenya,Rouge,8.06,13.82,1.71,967.68,168,2321.76,1354.08,Creditnota,1354.0800000000002,2321.76,967.6800000000001
Rose Africa,2024,9,40,2024-09-30,644731,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Accessoires,Roses,Roses premium,Grower D,Réassort,Pays-Bas,Blanc,1.11,2.77,2.5,11.62,7,19.39,7.77,Factuur,7.7700000000000005,19.39,11.620000000000001
Rose Africa,2024,8,34,2024-08-19,692596,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Tulipes,Tulipes premium,Grower C,Promotion,Pays-Bas,Vert,5.17,11.75,2.27,355.32,54,634.5,279.18,Factuur,279.18,634.5,355.32
Flora Holland,2024,8,33,2024-08-17,647558,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Plantes vertes,Plantes vertes premium,Grower C,Commande spéciale,Pays-Bas,Blanc,1.32,1.89,1.43,141.93,249,470.61,328.68,Creditnota,328.68,470.60999999999996,141.92999999999995
Tulip Export,2024,12,50,2024-12-09,604960,CF0021,MONCEAU FLEURS LYON,Franchise,Bouquets,Tulipes,Roses premium,Grower C,Réassort,France,Vert,5.27,9.02,1.71,930.0,248,2236.96,1306.96,Creditnota,1306.9599999999998,2236.96,930.0000000000002
Tulip Export,2024,7,31,2024-07-31,622265,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Bouquets,Roses,Roses premium,Grower B,Commande spéciale,Espagne,Rouge,2.43,3.94,1.62,336.73,223,878.62,541.89,Factuur,541.89,878.62,336.73
Flora Holland,2024,12,49,2024-12-02,648114,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Roses,Roses premium,Grower D,Réassort,Pays-Bas,Mixte,1.4,1.84,1.31,84.92,193,355.12,270.2,Factuur,270.2,355.12,84.92000000000002
VDV,2024,3,13,2024-03-29,605367,HF001,HAPPY PARIS OPERA,Succursale,Bouquets,Bouquets mixtes,Orchidées premium,Grower A,Commande spéciale,Espagne,Mixte,5.6,9.64,1.72,937.28,232,2236.48,1299.2,Factuur,1299.1999999999998,2236.48,937.2800000000002
Tulip Export,2024,6,22,2024-06-01,694602,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Plantes vertes,Orchidées premium,Grower B,Réassort,Kenya,Rose,4.11,7.14,1.74,690.84,228,1627.92,937.08,Factuur,937.08,1627.9199999999998,690.8399999999998
Flora Holland,2024,3,12,2024-03-23,677329,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Plantes vertes,Lys premium,Grower A,Promotion,Espagne,Rouge,2.46,4.3,1.75,436.08,237,1019.1,583.02,Creditnota,583.02,1019.0999999999999,436.0799999999999
Flora Holland,2024,3,9,2024-03-01,638326,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Accessoires,Roses,Plantes vertes premium,Grower D,Stock,Kenya,Jaune,8.11,17.86,2.2,1930.5,198,3536.28,1605.78,Factuur,1605.78,3536.2799999999997,1930.4999999999998
Orchidées France,2024,1,3,2024-01-18,661741,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Orchidées,Tulipes premium,Grower C,Stock,France,Vert,6.84,11.76,1.72,974.16,198,2328.48,1354.32,Creditnota,1354.32,2328.48,974.1600000000001
Rose Africa,2024,4,14,2024-04-07,604329,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Tulipes,Bouquets mixtes premium,Grower A,Stock,Espagne,Jaune,2.35,5.02,2.14,536.67,201,1009.02,472.35,Factuur,472.35,1009.0199999999999,536.6699999999998
VDV,2024,2,5,2024-02-01,670802,CF0021,MONCEAU FLEURS LYON,Succursale,Bouquets,Bouquets mixtes,Roses premium,Grower A,Commande spéciale,Italie,Rose,5.23,11.35,2.17,489.6,80,908.0,418.4,Factuur,418.40000000000003,908.0,489.59999999999997
Rose Africa,2024,2,8,2024-02-19,680276,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Lys,Plantes vertes premium,Grower B,Réassort,Pays-Bas,Rose,5.06,9.8,1.94,255.96,54,529.2,273.24,Creditnota,273.23999999999995,529.2,255.9600000000001
VDV,2024,3,13,2024-03-31,656502,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Fleurs coupées,Orchidées,Lys premium,Grower B,Promotion,Italie,Blanc,6.79,14.58,2.15,1612.53,207,3018.06,1405.53,Factuur,1405.53,3018.06,1612.53
Rose Africa,2024,8,32,2024-08-07,657082,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Bouquets,Plantes vertes,Tulipes premium,Grower D,Stock,Espagne,Rose,2.12,3.85,1.82,64.01,37,142.45,78.44,Creditnota,78.44,142.45000000000002,64.01000000000002
Flora Holland,2024,1,4,2024-01-27,662234,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Roses,Orchidées premium,Grower A,Réassort,Pays-Bas,Blanc,1.02,2.01,1.97,184.14,186,373.86,189.72,Creditnota,189.72,373.85999999999996,184.13999999999996
VDV,2024,3,10,2024-03-06,608393,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Tulipes,Tulipes premium,Grower D,Promotion,Italie,Rouge,7.71,11.0,1.43,753.41,229,2519.0,1765.59,Factuur,1765.59,2519.0,753.4100000000001
Tulip Export,2024,12,50,2024-12-10,697538,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Lys,Tulipes premium,Grower D,Stock,Pays-Bas,Rose,1.63,3.66,2.25,217.21,107,391.62,174.41,Factuur,174.41,391.62,217.21
Tulip Export,2024,3,11,2024-03-15,663100,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Bouquets mixtes,Bouquets mixtes premium,Grower B,Promotion,Espagne,Mixte,6.72,11.64,1.73,634.68,129,1501.56,866.88,Factuur,866.88,1501.5600000000002,634.6800000000002
Flora Holland,2024,1,4,2024-01-27,653906,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Lys,Orchidées premium,Grower D,Réassort,Kenya,Vert,1.68,3.39,2.02,277.02,162,549.18,272.16,Creditnota,272.15999999999997,549.1800000000001,277.0200000000001
Rose Africa,2024,6,25,2024-06-22,691297,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Accessoires,Bouquets mixtes,Orchidées premium,Grower D,Réassort,France,Rouge,1.67,2.88,1.72,20.57,17,48.96,28.39,Factuur,28.39,48.96,20.57
Flora Holland,2024,4,18,2024-04-30,622593,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Fleurs coupées,Roses,Tulipes premium,Grower D,Réassort,Pays-Bas,Vert,1.5,3.49,2.33,59.7,30,104.7,45.0,Creditnota,45.0,104.7,59.7
Rose Africa,2024,5,19,2024-05-07,602989,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Orchidées,Plantes vertes premium,Grower C,Commande spéciale,Espagne,Mixte,7.07,15.17,2.15,1012.5,125,1896.25,883.75,Creditnota,883.75,1896.25,1012.5
Tulip Export,2024,3,11,2024-03-14,677215,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Roses,Roses premium,Grower A,Stock,Kenya,Vert,3.13,5.99,1.91,203.06,71,425.29,222.23,Factuur,222.23,425.29,203.06000000000003
Orchidées France,2024,5,19,2024-05-09,619069,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Orchidées,Lys premium,Grower C,Stock,France,Vert,7.02,11.01,1.57,546.63,137,1508.37,961.74,Creditnota,961.7399999999999,1508.37,546.63
Rose Africa,2024,7,29,2024-07-18,635390,HF001,HAPPY PARIS OPERA,Succursale,Plantes,Bouquets mixtes,Roses premium,Grower A,Commande spéciale,Italie,Rouge,6.67,12.0,1.8,159.9,30,360.0,200.1,Factuur,200.1,360.0,159.9
Flora Holland,2024,4,18,2024-04-30,690118,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Bouquets,Bouquets mixtes,Orchidées premium,Grower C,Réassort,France,Vert,6.27,10.06,1.6,883.07,233,2343.98,1460.91,Factuur,1460.9099999999999,2343.98,883.0700000000002
Orchidées France,2024,6,26,2024-06-24,696752,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Tulipes,Tulipes premium,Grower A,Promotion,France,Jaune,4.12,7.8,1.89,802.24,218,1700.4,898.16,Factuur,898.16,1700.3999999999999,802.2399999999999
Flora Holland,2024,10,42,2024-10-17,629461,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Orchidées,Orchidées premium,Grower A,Réassort,Pays-Bas,Vert,4.15,5.82,1.4,350.7,210,1222.2,871.5,Creditnota,871.5000000000001,1222.2,350.69999999999993
Flora Holland,2024,2,6,2024-02-11,622360,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Accessoires,Plantes vertes,Bouquets mixtes premium,Grower C,Réassort,Italie,Rose,3.38,7.87,2.33,915.96,204,1605.48,689.52,Factuur,689.52,1605.48,915.96
Flora Holland,2024,9,37,2024-09-10,635661,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Orchidées,Orchidées premium,Grower D,Stock,Espagne,Blanc,5.0,10.89,2.18,1342.92,228,2482.92,1140.0,Factuur,1140.0,2482.92,1342.92
Orchidées France,2024,8,33,2024-08-15,617039,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Lys,Tulipes premium,Grower D,Commande spéciale,Italie,Vert,5.33,10.02,1.88,126.63,27,270.54,143.91,Factuur,143.91,270.53999999999996,126.62999999999997
Flora Holland,2024,9,39,2024-09-24,659061,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Bouquets,Bouquets mixtes,Orchidées premium,Grower C,Commande spéciale,France,Rose,7.56,11.49,1.52,821.37,209,2401.41,1580.04,Factuur,1580.04,2401.41,821.3699999999999
VDV,2024,9,39,2024-09-23,692570,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Lys,Lys premium,Grower C,Stock,Italie,Rouge,2.64,4.72,1.79,89.44,43,202.96,113.52,Factuur,113.52000000000001,202.95999999999998,89.43999999999997
Tulip Export,2024,4,15,2024-04-11,691230,HF001,HAPPY PARIS OPERA,Succursale,Bouquets,Lys,Roses premium,Grower D,Commande spéciale,France,Jaune,1.0,1.4,1.4,76.4,191,267.4,191.0,Creditnota,191.0,267.4,76.39999999999998
Flora Holland,2024,11,45,2024-11-04,618916,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Roses,Roses premium,Grower B,Réassort,Pays-Bas,Rose,2.8,6.05,2.16,78.0,24,145.2,67.2,Creditnota,67.19999999999999,145.2,78.0
Orchidées France,2024,7,28,2024-07-12,658741,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Bouquets mixtes,Roses premium,Grower C,Promotion,Kenya,Rouge,4.57,9.91,2.17,58.74,11,109.01,50.27,Creditnota,50.27,109.01,58.74
Orchidées France,2024,10,40,2024-10-01,650162,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Bouquets mixtes,Roses premium,Grower D,Commande spéciale,Pays-Bas,Mixte,4.5,9.95,2.21,1171.75,215,2139.25,967.5,Factuur,967.5,2139.25,1171.75
Flora Holland,2024,7,27,2024-07-07,608478,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Roses,Tulipes premium,Grower D,Promotion,Espagne,Mixte,1.45,1.97,1.36,81.12,156,307.32,226.2,Creditnota,226.2,307.32,81.12
VDV,2024,3,10,2024-03-09,606083,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Plantes vertes,Lys premium,Grower B,Réassort,France,Vert,8.47,15.31,1.81,827.64,121,1852.51,1024.87,Factuur,1024.8700000000001,1852.51,827.6399999999999
Rose Africa,2024,7,28,2024-07-12,661079,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Tulipes,Lys premium,Grower A,Réassort,Pays-Bas,Vert,7.09,9.36,1.32,43.13,19,177.84,134.71,Creditnota,134.71,177.83999999999997,43.12999999999997
Flora Holland,2024,10,40,2024-10-01,646993,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower D,Commande spéciale,Italie,Blanc,1.57,3.8,2.42,338.96,152,577.6,238.64,Creditnota,238.64000000000001,577.6,338.96000000000004
Rose Africa,2024,9,39,2024-09-29,634540,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Fleurs coupées,Plantes vertes,Lys premium,Grower B,Stock,Pays-Bas,Vert,5.26,6.96,1.32,39.1,23,160.08,120.98,Factuur,120.97999999999999,160.08,39.10000000000002
Orchidées France,2024,5,19,2024-05-06,656158,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Orchidées,Tulipes premium,Grower A,Réassort,Espagne,Rose,5.38,11.6,2.16,385.64,62,719.2,333.56,Creditnota,333.56,719.1999999999999,385.63999999999993
Orchidées France,2024,9,38,2024-09-18,636113,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Plantes vertes,Plantes vertes premium,Grower C,Promotion,Pays-Bas,Rouge,7.85,18.71,2.38,2530.38,233,4359.43,1829.05,Creditnota,1829.05,4359.43,2530.38
Rose Africa,2024,6,22,2024-06-01,606509,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Lys,Bouquets mixtes premium,Grower A,Stock,Pays-Bas,Mixte,6.14,12.76,2.08,1396.82,211,2692.36,1295.54,Factuur,1295.54,2692.36,1396.8200000000002
VDV,2024,11,48,2024-11-28,670364,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Tulipes,Tulipes premium,Grower A,Réassort,Espagne,Blanc,2.25,4.98,2.21,21.84,8,39.84,18.0,Creditnota,18.0,39.84,21.840000000000003
Flora Holland,2024,11,46,2024-11-11,615519,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Lys,Lys premium,Grower B,Promotion,Espagne,Rose,1.35,2.58,1.91,214.02,174,448.92,234.9,Factuur,234.9,448.92,214.02
Flora Holland,2024,9,39,2024-09-26,672336,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Bouquets mixtes,Tulipes premium,Grower A,Stock,Italie,Blanc,3.82,7.26,1.9,354.32,103,747.78,393.46,Factuur,393.46,747.78,354.32
VDV,2024,4,14,2024-04-04,657489,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Tulipes,Bouquets mixtes premium,Grower B,Stock,Italie,Vert,7.44,10.46,1.41,531.52,176,1840.96,1309.44,Creditnota,1309.44,1840.96,531.52
Flora Holland,2024,9,38,2024-09-18,670293,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Lys,Tulipes premium,Grower C,Réassort,Kenya,Rouge,5.68,8.6,1.51,370.84,127,1092.2,721.36,Creditnota,721.36,1092.2,370.84000000000003
VDV,2024,1,1,2024-01-06,615451,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Roses,Tulipes premium,Grower C,Promotion,Italie,Vert,0.96,1.56,1.63,132.0,220,343.2,211.2,Creditnota,211.2,343.2,132.0
Tulip Export,2024,1,4,2024-01-24,669201,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Tulipes,Orchidées premium,Grower A,Stock,France,Rouge,2.94,6.9,2.35,716.76,181,1248.9,532.14,Factuur,532.14,1248.9,716.7600000000001
Orchidées France,2024,5,19,2024-05-11,680501,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Bouquets,Tulipes,Bouquets mixtes premium,Grower C,Promotion,Italie,Rose,1.28,2.85,2.23,211.95,135,384.75,172.8,Factuur,172.8,384.75,211.95
Tulip Export,2024,4,15,2024-04-08,694955,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Accessoires,Orchidées,Lys premium,Grower C,Stock,Espagne,Rose,6.92,10.2,1.47,242.72,74,754.8,512.08,Factuur,512.08,754.8,242.7199999999999
Flora Holland,2024,2,7,2024-02-12,695354,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Tulipes,Tulipes premium,Grower C,Promotion,Pays-Bas,Rose,2.94,4.33,1.47,37.53,27,116.91,79.38,Factuur,79.38,116.91,37.53
Orchidées France,2024,10,43,2024-10-27,650954,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Bouquets,Lys,Roses premium,Grower C,Stock,Espagne,Mixte,6.26,10.68,1.71,879.58,199,2125.32,1245.74,Creditnota,1245.74,2125.32,879.5800000000002
Flora Holland,2024,4,17,2024-04-28,693928,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Tulipes,Orchidées premium,Grower D,Réassort,Italie,Mixte,6.3,13.22,2.1,1646.96,238,3146.36,1499.4,Creditnota,1499.3999999999999,3146.36,1646.9600000000003
Flora Holland,2024,8,33,2024-08-15,651813,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Bouquets mixtes,Tulipes premium,Grower D,Promotion,France,Mixte,4.95,6.52,1.32,314.0,200,1304.0,990.0,Factuur,990.0,1304.0,314.0
Rose Africa,2024,8,33,2024-08-15,675712,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Fleurs coupées,Tulipes,Plantes vertes premium,Grower D,Promotion,Espagne,Vert,4.54,5.95,1.31,283.41,201,1195.95,912.54,Factuur,912.54,1195.95,283.4100000000001
Rose Africa,2024,6,23,2024-06-03,644920,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Plantes,Tulipes,Orchidées premium,Grower D,Stock,Italie,Rose,8.26,14.24,1.72,442.52,74,1053.76,611.24,Creditnota,611.24,1053.76,442.52
VDV,2024,8,32,2024-08-11,604401,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Roses,Plantes vertes premium,Grower C,Commande spéciale,Pays-Bas,Jaune,4.47,9.14,2.04,168.12,36,329.04,160.92,Factuur,160.92,329.04,168.12000000000003
VDV,2024,10,42,2024-10-18,681493,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Lys,Lys premium,Grower B,Réassort,Espagne,Jaune,1.19,1.85,1.55,49.5,75,138.75,89.25,Creditnota,89.25,138.75,49.5
Flora Holland,2024,9,38,2024-09-16,695303,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower A,Promotion,Espagne,Rouge,1.95,3.11,1.59,242.44,209,649.99,407.55,Factuur,407.55,649.99,242.44
Orchidées France,2024,9,37,2024-09-15,696136,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Fleurs coupées,Tulipes,Lys premium,Grower B,Réassort,Italie,Rose,4.2,8.49,2.02,785.07,183,1553.67,768.6,Creditnota,768.6,1553.67,785.07
Orchidées France,2024,11,45,2024-11-10,610131,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Roses,Bouquets mixtes premium,Grower D,Réassort,France,Rouge,0.95,1.72,1.81,192.5,250,430.0,237.5,Factuur,237.5,430.0,192.5
Rose Africa,2024,2,6,2024-02-08,613401,CF0021,MONCEAU FLEURS LYON,Franchise,Bouquets,Bouquets mixtes,Orchidées premium,Grower D,Stock,Espagne,Mixte,5.67,13.45,2.37,365.66,47,632.15,266.49,Factuur,266.49,632.15,365.65999999999997
Rose Africa,2024,1,3,2024-01-18,620831,HF001,HAPPY PARIS OPERA,Succursale,Bouquets,Bouquets mixtes,Plantes vertes premium,Grower D,Stock,Espagne,Vert,2.84,6.79,2.39,940.1,238,1616.02,675.92,Creditnota,675.92,1616.02,940.1
Flora Holland,2024,7,29,2024-07-15,691148,CF0021,MONCEAU FLEURS LYON,Franchise,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower A,Réassort,Kenya,Vert,6.34,14.05,2.22,647.64,84,1180.2,532.56,Creditnota,532.56,1180.2,647.6400000000001
Tulip Export,2024,12,51,2024-12-19,608807,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Bouquets,Lys,Roses premium,Grower D,Réassort,Kenya,Blanc,2.1,3.46,1.65,156.4,115,397.9,241.5,Creditnota,241.5,397.9,156.39999999999998
Tulip Export,2024,11,47,2024-11-24,664253,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Bouquets mixtes,Lys premium,Grower D,Réassort,Pays-Bas,Rouge,1.15,2.37,2.06,36.6,30,71.1,34.5,Creditnota,34.5,71.10000000000001,36.60000000000001
VDV,2024,12,51,2024-12-21,604513,CF0021,MONCEAU FLEURS LYON,Franchise,Bouquets,Tulipes,Roses premium,Grower D,Commande spéciale,Kenya,Jaune,7.07,10.69,1.51,868.8,240,2565.6,1696.8,Creditnota,1696.8000000000002,2565.6,868.7999999999997
Tulip Export,2024,5,20,2024-05-16,606425,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Plantes,Lys,Plantes vertes premium,Grower D,Commande spéciale,Pays-Bas,Jaune,1.7,2.5,1.47,157.6,197,492.5,334.9,Factuur,334.9,492.5,157.60000000000002
Tulip Export,2024,7,29,2024-07-20,687386,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Bouquets mixtes,Roses premium,Grower D,Promotion,Italie,Vert,2.98,6.13,2.06,494.55,157,962.41,467.86,Factuur,467.86,962.41,494.54999999999995
Rose Africa,2024,10,42,2024-10-18,662449,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Orchidées,Tulipes premium,Grower A,Stock,France,Blanc,2.51,3.69,1.47,212.4,180,664.2,451.8,Factuur,451.79999999999995,664.2,212.4000000000001
VDV,2024,11,46,2024-11-15,665381,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Bouquets mixtes,Roses premium,Grower C,Réassort,Italie,Blanc,1.85,4.04,2.18,407.34,186,751.44,344.1,Factuur,344.1,751.44,407.34000000000003
Tulip Export,2024,5,21,2024-05-23,670485,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Orchidées,Plantes vertes premium,Grower B,Promotion,France,Rose,1.15,2.45,2.13,35.1,27,66.15,31.05,Creditnota,31.049999999999997,66.15,35.10000000000001
